Book Id,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Roles,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
260090174,The Mask of Haliya - Issue #1 (First Edition): Eye of the Serpent,5,,,,,Kwento Comics,,,,"When shy, troubled Marisol Reyes discovers a wooden mask at her great-grandmother's wake, destiny beckons in the form of a giant sea serpent, an ancient battle, and a grim vision of the future.",,The Mask of Haliya - Issue #1 (First Edition): Eye of the Serpent,Comic book,,,,,,,,,,,,160,,,Your library,"English, Cebuano",,,[051497134402],051497134402,,,,,1,manual entry,[2024-03-14],,,31863106,(No name),,,
260152005,The Mask of Haliya - Issue #2: Trace of the Past,5,,,,,Kwento Comics,,,,"A grisly murder in the forest… Strangers arriving in the night… As a sense of foreboding looms over the Reyes clan, Mari learns more about her mysterious cousin Isla, who appears to have secrets of her own…",,The Mask of Haliya - Issue #2: Trace of the Past,Comic book,,,,,,,,,,,,161,,,Your library,"English, Cebuano",,,[],,,,,,1,manual entry,[2024-03-15],,,31870408,(No name),,,
260152112,The Mask of Haliya - Issue #3: Pain of the Body,5,,,,,Kwento Comics,,,,"A nefarious organization delivers a chilling show of power…[return][return]While Mari struggles to understand her emerging powers, Isla is forced to go into hiding…[return][return]And in a young girl’s eyes lurks new monstrosity.",,The Mask of Haliya - Issue #3: Pain of the Body,Comic book,,,,,,,,,,,,162,,,Your library,"English, Cebuano",,,[],,,,,,1,manual entry,[2024-03-15],,,31870411,(No name),,,
260173172,Let's Go Intayon,1,"Penhollow, Avi",,,,,,,,,,Let's Go Intayon by Avi Penhollow,Paperback,,,,,,,,,,,,163,,,Your library,"Iloko, English",,,[],,,,,,1,manual entry,[2024-03-16],,,31872245,"A, Kelly",Checked out,3/31/2024,4/14/2024
260191364,Multo,1,"Fazzi, Cindy",Author,,,,,,,,,Multo by Cindy Fazzi,Paperback,,,,,,,,,,,,164,,,Your library,English,,,[],,,813.6,21st Century > American fiction > English (North America) > Literature,,1,manual entry,[2024-03-16],,,30913107,"L., Kathleen",Checked out,4/6/2024,5/4/2024
260194638,Tagalog Activities for Kids,1,"Roque-Nido, Bien-Elize",,,,,,,,"This high-interest Tagalog activity book introduces the Filipino language and culture to its youngest readers employing a practical and interactive approach to learning Filipino, integrating various language domains: speaking, listening, reading, writing and visual literacy. Readers will love the functional vocabulary complemented by the clear, crisp and inviting visuals. Magaling!-Tina Alejo, Kindergarten Filipino WLES/Biliteracy Teacher, Bessie Carmichael School/Filipino Education Center PK-8 San Francisco and Co-founder, Galing Bata, a Filipino bilingual after school and summer program[return][return]Make learning Tagalog fun with engaging activities and vibrant illustrations, all designed to build cultural familiarity and linguistic confidence in our little ones. In Tagalog Activities for Kids: My Family & My Home, children can engage with Filipino language and culture while exploring the things and people that are closest to them. With words like kusina (kitchen) and walis (broom), lola (grandmother) and kuya (big brother), this set of over 80 activities will help with recognizing and recalling common household Tagalog words so that using them becomes second nature.[return][return]Tagalog Activities for Kids is an essential workbook series for children and parents who are interested in learning Tagalog and connecting with Filipino culture. Created by educators, designers, and of course, parents of budding bilingual Tagalog speakers, this series will keep the kiddos engaged, challenged, and stimulated in ways that are unique from other common activity books. Language learning has been proven to stimulate cognitive development, build empathy, and develop children into more culturally aware individuals. Give your children the kind of headstart that will benefit them for a lifetime, with Tagalog Activities for Kids.",,Tagalog Activities for Kids by Bien-Elize Roque-Nido,Paperback,,,,,,,,,,,,165,,,Your library,"English, Tagalog",,,[],,,,,,1,manual entry,[2024-03-16],,,31873733,"BV, Dennis",Checked out,4/6/2024,5/4/2024
260199139,My First Kapampangan Words,1,,,,,,,,,"My First Kapampangan Book features numbers, colors, shapes, animals, body parts, emotions, and much more.[return][return]It aims to teach the Kapampangan language which is commonly used as the primary and predominant language of the entire province of Pampanga and southern Tarlac. To converse with ease and be confident in using these words and numbers. And broaden their imagination in connection with their Filipino culture.[return][return]BOOK FEATURES:[return]✓ More than 150 words classified by topic to learn step by step.[return]✓ 43 pages of colorful pages for kids.[return]✓ Bright and vivid illustrations to keep kids interested.[return]✓ Written in both Kapampangan and English[return][return]This beautiful bilingual picture book was made for children and adults, to learn the kapampangan language in a much more fun way.[return][return]Mabuhay ang Wikang Filipino!",,My First Kapampangan Words,Paperback,,,,,,,,,,,,166,,,Your library,"Philippine (Other), English",,,[],,,,,,1,manual entry,[2024-03-16],,,31873993,(No name),,,
260590206,Sa Timog ng Alameda,1,"Larra, Lola",Author,"Reinamontes, Vicente",Illustrator,,,,,"Inokupahan ng mga estudyante ang isang school. Nagbago ang lahat mula roon: ang mga klasrum, ang futbol field, at maging ang mga estudyante. Sa isang notebook, isinusulat ni Nicolas ang mga nangyayari sa pag-okupa nila. Naiinip na siya sa mahahabang pagpupulong. Samantala, may nagmamasid sa kanila mula sa katabing lumang bahay.[return][return]Pinagsanib na komiks at salaysay, ito ay kuwento sa panahon ng masiglang pagsisimula ng paglaban ng mga estudyanteng Chile.[return][return]What happens when 35 students take control of their school? What happens when no grown-ups are around, when the regular daily routine is abandoned and where time seems to be altered?[return][return]A student writes in his diary his account of the occupation. A neighbour close by watches. The takeover, at the beginning simple and smooth, even boring, becomes complicated when food grows scarce, a sabotage takes place and, above all, an unexpected visitor arrives.[return][return]Unang inilathala sa Espanyol (Al sur de la Alameda), kabilang na ngayon ang libro sa Aklat ng Salin, mga pilîng aklat pambatà mula sa ibáng bayan na nagsasalaysay ng mga karanasang lalo pang makapagpapayaman sa balon ng sensibilidad at kaalaman ng mga batàng Filipino. Layunin din nitóng mapalawak ang karanasang pangkultura ng mga mambabasá sa pamamagitan ng pagtiyak na maiuugnay ng mga batà ang kaniláng sarili sa akdang binabása. Masinop ding isinalin ang bawat aklat sa seryeng ito upang maipamalas ang yaman at husay ng wikang Filipino sa pagsasalaysay ng mga dayuhang kuwento.",,Sa Timog ng Alameda by Lola Larra,Comic book,,,,,,,,,[2024-03-23],,,167,,,Your library,Tagalog,,,[],,,,,,1,manual entry,[2024-03-23],Hot Tropiks,,27297060,(No name),,,
260591611,Si Janus Silang at Ang Tiyanak ng Tabon,1,"Javier, Carljoe",Hango ni,"Ringor, Natasha",Illustrator,,2015,,,"Ang akala ni Janus, pangkaraniwang laro lang ang TALA Online. Sunod-sunod ang pagbabago sa buhay niya matapos ang kahindik-hindik na pangyayari sa RPG tournament sa sinalihan niya. Pero nang matuklasan niya ang tunay na kaugnayan ng larong ito sa alamat ng Tiyanak ng Tabon, wala na siyang magawa kundi ipagpatuloy ang paglalaro!",,Si Janus Silang at Ang Tiyanak ng Tabon by Carljoe Javier (2015),Manga,,,,,,,,,[2024-03-23],,,168,,Tagalog,Your library,Tagalog,,,[9789715085649],"9789715085649, 9715085644",,899.2113,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,manual entry,[2024-03-23],Hot Tropiks,,16656858,(No name),,,
260591767,Alandal,1,"Ignacio, J. Philip",Author,"Niño, Alex",Illustrator,,,,,"A new graphic novel illustrated by comic book legend Alex Niño, 'Alandal' is a swashbuckling historical epic of conquistadors and pirates set in the Philippines in 1774.[return][return]This landscape-format graphic novel is all about the adventures of the young Sabina, her coming of age into her identity and an eventual date with destiny, as she trains under her father, the former conquistador who's been exiled by the Spanish colonial forces.[return][return]Alandal won the highest award at the 2022 National Children's Book Awards (Best Reads).[return][return]Like his later work for the Warren magazines, Alex' page designs eschew traditional comics panels instead opting for an integrated page of images more akin to a mural--or closer to the comics pages of Druillet.",,Alandal by J. Philip Ignacio,Comic book,,,,,,,,,[2024-03-23],,,169,,,Your library,English,,,[],,,,,,1,manual entry,[2024-03-23],Hot Tropiks,,31904675,(No name),,,
260591976,Aswang High,1,Macoy,Author,"Vendivil, CY",Illustrator,,,,,"Abel Alcazar receives a ""very special scholarship"" to a mysterious new high school. He's excited to start at his new school--until he finds out he's the only human in a campus full of supernatural creatures! And to make matters worse, he soon gets entangled in a schoolyard rumor: that the cafeteria serves human meat! ASWANG HIGH is an Official Selection of the first Philippine International Comics Festival.",,Aswang High by Macoy,Comic book,,,,,,,,,[2024-03-23],,,170,,,Your library,English,,,[],,,,,,1,manual entry,[2024-03-23],Hot Tropiks,,31904692,(No name),Damaged,3/23/2024,
260592148,Depikto,1,"Abril, Ruvel",Author,"Abril, Ruvel",Illustrator,,,,,"Paco Lazaro receives an invitation to an art exhibit where every painting depicts a private moment from his life. As he delves deeper into the labyrinthine exhibit, he begins to question his own memories and sanity. Who is playing mind games with him, or is there something much more sinister at play?",,Depikto by Ruvel Abril,Comic book,,,,,,,,,[2024-03-23],,,171,,,Your library,English,,,[],,,,,,1,manual entry,[2024-03-23],Hot Tropiks,,31904706,(No name),,,
262355628,Kailani's Gift,1,"Gilmore-Young, Dorina",,,,,,,,,,Kailani's Gift by Dorina Gilmore-Young,Hardcover,,,,,,,,,,,,172,,,Your library,English,,,[0593577795],"0593577795, 9780593577790",,,,,1,manual entry,[2024-04-17],,,31494867,(No name),,,
262615564,Our Nipa Hut: A Story in the Philippines,1,"Abalos, Rachell",Author,,,,,,,"Yelena and Papa take care of their nipa hut - and it takes care of them. But when bad weather approaches, will their home stand strong?",,Our Nipa Hut: A Story in the Philippines by Rachell Abalos,Paperback,,,,,,,,,,,,173,,,Your library,English,English,,[9781646865017],"9781646865017, 1646865014",,,,,1,manual entry,[2024-04-21],,,32136427,"F., Aileen",Checked out,4/26/2024,5/25/2024
262616257,The ABCs of Asian American History,5,"Rutledge, Renee Marcelino",Author,"Mendez, Lauren Akazawa",Illustrator,Bloom Books for Young Readers,2023,,,"Celebrate Asian American Culture, Tradition, and People[return]Move through the alphabet to learn all about concept like Bravery, Vision and Unity; people lime Mindy Kaling, Nathan Chen and Kaohly Vang Her; and traditions like Diwali, Lunar New Year, and Thingyan. The ABCs of Asian American History illuminates the many facets of Asian Culture in the United States, delighting the kids with colorful, engaging illustrations and fun  rhyming stanzas- perfect for curious young readers.",,The ABCs of Asian American History by Renee Marcelino Rutledge (2023),Hardcover,,,,,,,,,,,,174,,,Your library,English,,,[9781646044542],"9781646044542, 1646044541",,,,,1,manual entry,[2024-04-21],,,32136500,(No name),Available @ Jamba (Old Pasadena),4/21/2024,
262618865,Sinigiggles: A Special Sinigang Recipe,1,,,,,,,,,,,Sinigiggles: A Special Sinigang Recipe,Paperback,,,,,,,,,,,,175,,,Your library,,,,[],,,,,,1,manual entry,[2024-04-21],,,32136720,(No name),Available @ Jamba (Old Pasadena),4/21/2024,
262958155,My First Illustrated Dictionary - Caton Kapampangan - Filipino - English,1,,,,,,,,,,,My First Illustrated Dictionary - Caton Kapampangan - Filipino - English,,,,,,,,,,,,,176,,,Your library,"Philippine (Other), English",,,[],,,,,,1,manual entry,[2024-04-27],,,32168084,(No name),,,
262958277,My First Illustrated Dictionary - Caton Kapampangan - Filipino - English,1,,,,,,,,,,,My First Illustrated Dictionary - Caton Kapampangan - Filipino - English,,,,,,,,,,,,,177,,,Your library,"Philippine (Other), English",,,[],,,,,,1,manual entry,[2024-04-27],,,32168084,(No name),,,
262958539,Rom-rom and Lola,1,"Similar, Rowena",Author,,,,,,,,,Rom-rom and Lola by Rowena Similar,Paperback,,,,,,,,,,,,178,,,Your library,"English, Tagalog",,,[],,,,,,1,manual entry,[2024-04-27],,,31309368,(No name),,,
262958627,"Kilig, Gigil, & Other Uniquely Filipino Words",1,,,,,,,,,,,"Kilig, Gigil, & Other Uniquely Filipino Words",Paperback,,,,,,,,,,,,179,,,Your library,"English, Tagalog",,,[],,,,,,1,manual entry,[2024-04-27],,,32168126,(No name),,,
263025771,Pinabli & Other Poems,1,"Villafania, Santiago",,,,,,,,,,Pinabli & Other Poems by Santiago Villafania,Paperback,,,,,,,,,,,,180,,,Your library,"Pangasinan, English",English,,[1543025153],"1543025153, 9781543025156",,,,,1,manual entry,[2024-04-29],,,24230750,(No name),,,
